dna_library_id	bam_read_pairs	bam_unmapped	bam_dup_frac	bam_unpaired	fq1_trimfile	fq2_trimfile	fq1_reads	fq1_reads_adap	fq1_trimfilter	fq1_bp	fq2_reads	fq2_reads_adap	fq2_trimfilter	fq2_bp	dna_insert_mean	dna_insert_sd	dna_frac_chr1	dna_frac_chr2	dna_frac_chr3	dna_frac_chr4	dna_frac_chr5	dna_frac_chr6	dna_frac_chr7	dna_frac_chr8	dna_frac_chr9	dna_frac_chr10	dna_frac_chr11	dna_frac_chr12	dna_frac_chr13	dna_frac_chr14	dna_frac_chr15	dna_frac_chr16	dna_frac_chr17	dna_frac_chr18	dna_frac_chr19	dna_frac_chr20	dna_frac_chr21	dna_frac_chr22	dna_frac_chrX	dna_frac_chrY	dna_frac_chrM
VZA02704D_A11	164784	11874	0.024115	7814	/wrk/data/human_genomic/aligned/VZA02704D_A11/trimmed/VZA02704D_A11.1.trimming_report.txt	/wrk/data/human_genomic/aligned/VZA02704D_A11/trimmed/VZA02704D_A11.2.trimming_report.txt	181131	58287	181131	6701847	181131	57954	181131	6701847	186.19034790688394	129.10672837527866	0.0783392855332822	0.08080576006270927	0.061817284918352935	0.060621213708192415	0.0586311404234903	0.058337190719298306	0.053137321814108913	0.046569066354922306	0.038845284472360284	0.06718609043514692	0.04504187938601678	0.04663664099956415	0.03134787764934841	0.029215897610898437	0.025982450864786514	0.02827998878260899	0.029803797019282426	0.03794992043085593	0.022488841736803517	0.022471948075643056	0.015657045163513746	0.013710895397828826	0.046778547753312	1.3514928928367497e-4	2.0948139838969623e-4
VZA02704D_A12	208464	13548	0.024169	8238	/wrk/data/human_genomic/aligned/VZA02704D_A12/trimmed/VZA02704D_A12.1.trimming_report.txt	/wrk/data/human_genomic/aligned/VZA02704D_A12/trimmed/VZA02704D_A12.2.trimming_report.txt	227469	75684	227469	8416353	227469	73088	227469	8416353	172.48996706634063	117.9730416834325	0.07971757906497078	0.08073006187693366	0.06360110862839463	0.061828592299759365	0.057456385355792366	0.057442957201787555	0.05186221639738742	0.04777737194912341	0.03932569181849433	0.07151029133722929	0.045255564627019594	0.04742823994499828	0.03180592557579924	0.029676220350635957	0.026265469233413545	0.027554572017875558	0.03054905036094878	0.025752513750429702	0.023091053626675833	0.022865460639394982	0.016191668099003093	0.014190873152286008	0.04755983585424545	1.1011086283946374e-4	4.5118597456170504e-4
VZA02704D_A13	304672	18210	0.026217	10702	/wrk/data/human_genomic/aligned/VZA02704D_A13/trimmed/VZA02704D_A13.1.trimming_report.txt	/wrk/data/human_genomic/aligned/VZA02704D_A13/trimmed/VZA02704D_A13.2.trimming_report.txt	330088	106180	330088	12213256	330088	104625	330088	12213256	170.4471148319211	120.22263186877684	0.0768811775713055	0.0821613509833165	0.06538151568767311	0.06273587090439181	0.058950820279571284	0.057831794054710006	0.053111133755129644	0.048522014617743234	0.03868051245472483	0.06965011903548832	0.0458782225268872	0.0476364276384656	0.03299089401672981	0.029987679595371974	0.026054413576530093	0.027601411751628054	0.02899463645542885	0.025300367759446416	0.020557475150762845	0.02179877907569175	0.016168446795305276	0.013111504293614696	0.049300145436355386	1.7044770312456576e-4	5.428388806032366e-4
VZA02704D_A14	301098	18772	0.027457000000000002	11392	/wrk/data/human_genomic/aligned/VZA02704D_A14/trimmed/VZA02704D_A14.1.trimming_report.txt	/wrk/data/human_genomic/aligned/VZA02704D_A14/trimmed/VZA02704D_A14.2.trimming_report.txt	326775	105382	326775	12090675	326775	104253	326775	12090675	171.11267677995883	119.45099618518033	0.0779443687212883	0.08261115878865387	0.06498916504469536	0.061846186637947956	0.058744341797499454	0.05773656942317652	0.052594873635814623	0.0479804353801022	0.038495408933088775	0.06966717335741517	0.04462431031162416	0.047832728482937986	0.03252730240463089	0.03051923648622119	0.025710348644368535	0.027213593521837248	0.029584382706700846	0.02621143027019144	0.021845663119831427	0.02266272532313221	0.01652260569924258	0.01348433091580146	0.04821227911742324	1.4770689716421455e-4	2.916743792103477e-4
VZA02704D_A15	379507	19582	0.033046	11286	/wrk/data/human_genomic/aligned/VZA02704D_A15/trimmed/VZA02704D_A15.1.trimming_report.txt	/wrk/data/human_genomic/aligned/VZA02704D_A15/trimmed/VZA02704D_A15.2.trimming_report.txt	408800	129286	408800	15125600	408800	129767	408800	15125600	176.6156909369192	121.05967816400664	0.07947964762880054	0.08205925154057599	0.0648598959175485	0.060934346610133965	0.059598881323248476	0.05773791344029033	0.052009785427259064	0.04853488079624872	0.03908331985890779	0.06943970344286544	0.04636100680907637	0.047647065868980674	0.03206164699400538	0.03059892324368349	0.02592030326440416	0.02774983082110155	0.02901193534671194	0.025402286460298355	0.021523149063078277	0.02129857530407287	0.016444787792769325	0.013177988178437326	0.04850344046998796	1.886419575645425e-4	3.727924399489768e-4
VZA02704D_A16	395433	20636	0.032018000000000005	11460	/wrk/data/human_genomic/aligned/VZA02704D_A16/trimmed/VZA02704D_A16.1.trimming_report.txt	/wrk/data/human_genomic/aligned/VZA02704D_A16/trimmed/VZA02704D_A16.2.trimming_report.txt	425731	140481	425731	15752047	425731	135804	425731	15752047	171.24902040441899	118.09815160277957	0.07821105812685948	0.08098568852231236	0.06491088093440728	0.06100032802806431	0.05989162181945278	0.05708977512172133	0.053427033809809614	0.04709423000067325	0.0394335571277347	0.06908213736783979	0.04619036227763207	0.04798234091713209	0.03281569836315428	0.029975175867448012	0.02595719018895276	0.027319437739843664	0.029294768310483575	0.02567213523350871	0.021522365354506662	0.022768585511473104	0.016007483050689646	0.014003503740809126	0.04880169485941348	1.6186537670943445e-4	4.010823493685102e-4
VZA02704D_A17	416687	21037	0.032479999999999995	12043	/wrk/data/human_genomic/aligned/VZA02704D_A17/trimmed/VZA02704D_A17.1.trimming_report.txt	/wrk/data/human_genomic/aligned/VZA02704D_A17/trimmed/VZA02704D_A17.2.trimming_report.txt	443686	141913	443686	16416382	443686	141050	443686	16416382	166.0461481807709	110.02609535851025	0.07930924208506555	0.08398914056705836	0.06692567820424715	0.06345011533044384	0.06088086603297294	0.05958399390347624	0.05328878879219427	0.04825371336812525	0.04028468588613925	0.04704393443515299	0.04687519136688689	0.048657880233246464	0.03404255319148936	0.030745259204322	0.028951683688396873	0.02794194694119168	0.029184385822860603	0.026665487279630397	0.021354163122835428	0.023014377181582512	0.016727337057474704	0.012877545604855446	0.049562832978383195	1.6466057467901394e-4	2.2453714728956446e-4
VZA02704D_A18	344055	15043	0.027929	9433	/wrk/data/human_genomic/aligned/VZA02704D_A18/trimmed/VZA02704D_A18.1.trimming_report.txt	/wrk/data/human_genomic/aligned/VZA02704D_A18/trimmed/VZA02704D_A18.2.trimming_report.txt	359583	114502	359583	13304571	359583	114228	359583	13304571	174.52382266151668	111.83730546875834	0.07787963788323615	0.0820487238409892	0.06409662989344216	0.06352908464929138	0.060068203563922444	0.058447346685094166	0.05326093178825819	0.04848177558246988	0.038406620815989403	0.06856502645545914	0.04450078098805211	0.04740229471463269	0.03298141166657126	0.030349768156949977	0.0259893196817167	0.02765597271857443	0.02907565361748759	0.026525788961490337	0.020860149982417548	0.022633115528986513	0.016092442816136605	0.012571045379085877	0.04816120247626369	1.7827790090038518e-4	2.387942525821673e-4
VZA02704D_A19	149343	10422	0.017838	6054	/wrk/data/human_genomic/aligned/VZA02704D_A19/trimmed/VZA02704D_A19.1.trimming_report.txt	/wrk/data/human_genomic/aligned/VZA02704D_A19/trimmed/VZA02704D_A19.2.trimming_report.txt	161881	50904	161881	5989597	161881	51422	161881	5989597	147.01953960907107	94.31911204345771	0.07824045119708789	0.0813188377031192	0.0642528920729675	0.06170254996760579	0.05840320871235811	0.057500664736745526	0.05228014066204035	0.048246780239904426	0.03892923081532303	0.06955955104990956	0.04521333368286627	0.04702216662984088	0.03349149698715092	0.031401789358969076	0.026271145182250218	0.027866513371507324	0.029682836309980788	0.0256157709261	0.021859540189421885	0.022514914445572104	0.016279496522771445	0.013556884612935964	0.04834040513364017	1.235848597311842e-4	3.258146302003947e-4
VZA02704D_A20	314112	17944	0.025022	10576	/wrk/data/human_genomic/aligned/VZA02704D_A20/trimmed/VZA02704D_A20.1.trimming_report.txt	/wrk/data/human_genomic/aligned/VZA02704D_A20/trimmed/VZA02704D_A20.2.trimming_report.txt	339684	108507	339684	12568308	339684	108351	339684	12568308	156.2183540052103	107.09254665983312	0.0785313578826237	0.0827963176064442	0.06552790563866513	0.061831127733026466	0.05970943613348677	0.0577207997698504	0.052900244533947066	0.04737845224395857	0.03877301495972382	0.06928761507479862	0.045159666283084	0.046941527617951666	0.03233961449942463	0.029923043728423474	0.026771073072497122	0.02752085730724971	0.028903552934407366	0.02522655350978136	0.02135716340621404	0.022860327963176063	0.01622554660529344	0.013226409666283084	0.0486982163406214	1.312571921749137e-4	2.5891829689298043e-4
VZA02704D_A21	380164	21327	0.027622999999999998	12207	/wrk/data/human_genomic/aligned/VZA02704D_A21/trimmed/VZA02704D_A21.1.trimming_report.txt	/wrk/data/human_genomic/aligned/VZA02704D_A21/trimmed/VZA02704D_A21.2.trimming_report.txt	408444	133486	408444	15112428	408444	129179	408444	15112428	158.22881514632564	107.76886346571536	0.07702522248544397	0.08041291625465659	0.06540728503529594	0.061586420546034096	0.059877636740046786	0.058003053106730276	0.05176539473802134	0.04799083470504061	0.03823105027468998	0.06757612601981831	0.04463301477859002	0.04632387427892012	0.032431043702444574	0.029924628294711434	0.025637731858362135	0.02665194882013258	0.027655709936936317	0.03884346405131131	0.020185755554294214	0.02123880851165528	0.016001923875473875	0.012399138438374743	0.04920520641331656	1.8073674871019684e-4	8.110748309887346e-4
VZA02704D_A22	494535	23777	0.033181	13361	/wrk/data/human_genomic/aligned/VZA02704D_A22/trimmed/VZA02704D_A22.1.trimming_report.txt	/wrk/data/human_genomic/aligned/VZA02704D_A22/trimmed/VZA02704D_A22.2.trimming_report.txt	524303	168653	524303	19399211	524303	166166	524303	19399211	169.2632788549045	110.76948433110017	0.07679698771376849	0.08063241469936869	0.0662728241791566	0.06477380285055274	0.059997610755277014	0.05894542413688535	0.053468540079580226	0.04836038080885123	0.03644861745435164	0.06972574227400961	0.04438366675549756	0.046681017450675884	0.03408349491366556	0.030344556657262843	0.026512575697705407	0.027299418310803982	0.027351108701445494	0.02623229891289365	0.02047513807077678	0.021983348802161348	0.01592178899293335	0.012521709964069434	0.05026143850911129	1.3784104171069922e-4	3.8825226748513615e-4
VZA02704D_A23	306460	20920	0.022765999999999998	11964	/wrk/data/human_genomic/aligned/VZA02704D_A23/trimmed/VZA02704D_A23.1.trimming_report.txt	/wrk/data/human_genomic/aligned/VZA02704D_A23/trimmed/VZA02704D_A23.2.trimming_report.txt	333837	109350	333837	12351969	333837	109118	333837	12351969	143.09099340409148	93.9427472487663	0.07788356072576794	0.08148748067305896	0.06451752970071795	0.06163477131438302	0.06070783328708083	0.05727382051383705	0.051989707400967713	0.04840655388606025	0.03846320848931756	0.06700383801427598	0.0462449570606814	0.047877953789024374	0.032875150320652594	0.030466244164160536	0.026167592660765224	0.028568947387299627	0.029276893945829816	0.02566353471109173	0.020666375936613298	0.02331881570923974	0.01593729292563163	0.01317346956112977	0.04957136195702859	2.5486076107086826e-4	5.682451043135656e-4
VZA02704D_A24	379385	25010	0.02673	14766	/wrk/data/human_genomic/aligned/VZA02704D_A24/trimmed/VZA02704D_A24.1.trimming_report.txt	/wrk/data/human_genomic/aligned/VZA02704D_A24/trimmed/VZA02704D_A24.2.trimming_report.txt	411644	131396	411644	15230828	411644	131338	411644	15230828	145.96921593655793	95.66562420015917	0.07918475895315774	0.08422691653591359	0.06993058245819765	0.06552112515948384	0.06255655787113555	0.060106526983994026	0.054026322126710574	0.051758772172555166	0.03859023009050755	0.04609737601392838	0.04616468455478392	0.047265553134110024	0.033886110957381727	0.030987356464536625	0.02817834669283224	0.02823817650692605	0.027680263490501268	0.02654798425877591	0.02013273244256712	0.02300007628301297	0.012148443751748152	0.012646526954079121	0.050254052348095844	2.049171132712998e-4	6.65606681793638e-4
VZA02704D_B01	108268	10851	0.016694	7611	/wrk/data/human_genomic/aligned/VZA02704D_B01/trimmed/VZA02704D_B01.1.trimming_report.txt	/wrk/data/human_genomic/aligned/VZA02704D_B01/trimmed/VZA02704D_B01.2.trimming_report.txt	121637	41171	121637	4500569	121637	38950	121637	4500569	150.43167868759724	105.23973017201762	0.0797744740018641	0.08093062579899257	0.06482089833503955	0.05896374165355173	0.06104175898054914	0.05762423538639408	0.051379997045955764	0.04839030054853546	0.03971661548021045	0.07092762082295598	0.04569600847505106	0.0479166348342934	0.03291212737023851	0.027849506725543826	0.026825777601214212	0.027961556679450546	0.028939447186272862	0.024875089767292618	0.022226636311315516	0.022572972532481753	0.01641022506761196	0.013802517049419124	0.04797265981124676	2.3428626725951278e-4	2.3428626725951278e-4
VZA02704D_B02	146519	12783	0.018105000000000003	8709	/wrk/data/human_genomic/aligned/VZA02704D_B02/trimmed/VZA02704D_B02.1.trimming_report.txt	/wrk/data/human_genomic/aligned/VZA02704D_B02/trimmed/VZA02704D_B02.2.trimming_report.txt	162787	52387	162787	6023119	162787	51464	162787	6023119	142.94668602986866	98.40058489224059	0.0779699966629251	0.08165215544701636	0.06708658192518885	0.060378302945727026	0.058478445529836484	0.0578603282468222	0.05258926675363286	0.04816005824712556	0.03932060188696417	0.06908503473591603	0.04549039832539514	0.04662424536601644	0.03228240754785669	0.031133391984952827	0.02613157176227892	0.02784561478020811	0.029172860479932044	0.025733398052361738	0.022407699541910627	0.022392531019628067	0.015464308467069138	0.013670630707156508	0.048596153262749145	1.6306161453751174e-4	3.109547067924643e-4
VZA02704D_B03	87939	9579	0.018871000000000002	7101	/wrk/data/human_genomic/aligned/VZA02704D_B03/trimmed/VZA02704D_B03.1.trimming_report.txt	/wrk/data/human_genomic/aligned/VZA02704D_B03/trimmed/VZA02704D_B03.2.trimming_report.txt	99631	32417	99631	3686347	99631	31415	99631	3686347	163.26483864212756	114.54729146623488	0.08099590885454193	0.0845921071591913	0.06866608609574408	0.0601454768721846	0.06104765902526737	0.057163263643938776	0.05577866464511036	0.04832313157449581	0.04057313627336119	0.047333237267641104	0.04624310049933276	0.0473081766522777	0.03266024697236441	0.031043837281424444	0.029383571513598515	0.02861295759117365	0.03230313320343581	0.025693395901336357	0.022999379749769757	0.02305576613433743	0.01259295922011365	0.01472311152600352	0.048511086189721386	9.397730761278843e-5	1.5662884602131406e-4
VZA02704D_B04	465669	21853	0.039467999999999996	13327	/wrk/data/human_genomic/aligned/VZA02704D_B04/trimmed/VZA02704D_B04.1.trimming_report.txt	/wrk/data/human_genomic/aligned/VZA02704D_B04/trimmed/VZA02704D_B04.2.trimming_report.txt	492813	158507	492813	18234081	492813	157959	492813	18234081	182.0499393308677	120.62031585769887	0.08064328850570357	0.08538557343147092	0.065938538520676	0.06253827133936549	0.06310294547227903	0.059763790210115	0.05564729133640767	0.050740004228944806	0.04044753480629355	0.0476770748413229	0.04741429358899301	0.04960698924796895	0.01695366860961828	0.03107785536275424	0.029979063056500412	0.028754380196804825	0.030887186175017203	0.02692346709917609	0.022599187700370706	0.023336197445277332	0.01710278169233571	0.013990962769396617	0.04923665101794124	1.0511250093195677e-4	1.478908443344973e-4
VZA02704D_B05	91323	8758	0.018345000000000004	6182	/wrk/data/human_genomic/aligned/VZA02704D_B05/trimmed/VZA02704D_B05.1.trimming_report.txt	/wrk/data/human_genomic/aligned/VZA02704D_B05/trimmed/VZA02704D_B05.2.trimming_report.txt	102304	33104	102304	3785248	102304	32834	102304	3785248	161.68448790967784	112.3646293885406	0.08067015301181484	0.08386596939763703	0.06586529149719156	0.061023145458067016	0.0600486635676932	0.05981866163083479	0.05354808251016851	0.04982568274259152	0.04218114468332365	0.044686955258570596	0.04595801859384079	0.04866962037575053	0.03331396474917683	0.031582897540189815	0.030208938601588225	0.028847085028084446	0.030911049777261283	0.023532829750145264	0.022873087352314546	0.023054667828781718	0.015876186325779584	0.014381173736199885	0.04900857059848925	1.0289560333139648e-4	1.452643811737362e-4
VZA02704D_B06	412160	21726	0.037163999999999996	13072	/wrk/data/human_genomic/aligned/VZA02704D_B06/trimmed/VZA02704D_B06.1.trimming_report.txt	/wrk/data/human_genomic/aligned/VZA02704D_B06/trimmed/VZA02704D_B06.2.trimming_report.txt	442379	144484	442379	16368023	442379	140819	442379	16368023	186.24371795163398	122.69445847796545	0.08040703220824058	0.08299916440560605	0.06555905670065484	0.06265030718762604	0.06124755481953501	0.05927213808920073	0.054605474175728114	0.0493276011833228	0.040134686252889136	0.047736255022858394	0.04581452557648442	0.04898069873311776	0.033913844298616935	0.030952784098652448	0.0288782523825453	0.028038528197525153	0.030387002721532316	0.026218666930973297	0.021176192029778548	0.022354559082856	0.01669949850570393	0.013361250720992692	0.04899033491229012	1.2114053816684081e-4	1.7345122510252207e-4
VZA02704D_B07	190879	15949	0.021660000000000002	10263	/wrk/data/human_genomic/aligned/VZA02704D_B07/trimmed/VZA02704D_B07.1.trimming_report.txt	/wrk/data/human_genomic/aligned/VZA02704D_B07/trimmed/VZA02704D_B07.2.trimming_report.txt	213798	68658	213798	7910526	213798	67494	213798	7910526	163.29156995486784	114.28233061042474	0.0805312984575206	0.0834635249676464	0.06712350328199508	0.06262023294586748	0.06000279814855837	0.058708654440311994	0.053736111273041	0.0493290272936074	0.039815322195147544	0.04797950356180994	0.04611990066572618	0.04640263025964487	0.033472852129507645	0.031770645089832225	0.030036375931258817	0.0285527742477061	0.031581187114525885	0.026031525807090974	0.022665003322801414	0.02383672803161908	0.012524629536789823	0.01457369040817992	0.048783971272341464	1.6031059448997912e-4	1.7779902297979504e-4
VZA02704D_B08	310560	20402	0.026567000000000004	12186	/wrk/data/human_genomic/aligned/VZA02704D_B08/trimmed/VZA02704D_B08.1.trimming_report.txt	/wrk/data/human_genomic/aligned/VZA02704D_B08/trimmed/VZA02704D_B08.2.trimming_report.txt	339227	112722	339227	12551399	339227	106901	339227	12551399	166.85454648021928	116.08124239432509	0.08012254270675001	0.08474782249083106	0.06835982137350857	0.06401931371731015	0.061897126522261196	0.05911651714618423	0.054219162080686646	0.05042280498732129	0.039868097903569266	0.04682596976699473	0.04604420679172456	0.04686768797681193	0.03398220264892494	0.03112178452363246	0.028511675657243187	0.027780700067837436	0.02958546610123377	0.026701468118218524	0.021386930954548918	0.02314453727249972	0.012475558570552749	0.013255507710613476	0.04930548249830406	1.5598982801214543e-4	8.162258442495983e-5
